ID2,title,description,amenityfeatures,streetaddress,type,city,state,unclear_address,Year,unclear type or question,notes,Last Modified
1,Delta Service Station,,Cruisy Area,,Cruising Areas,Anniston,AL,checked,1989,,,6/8/2022 12:52pm
2,Fort McClellan Mall,,Cruisy Area,,Cruising Areas,Anniston,AL,checked,1989,,,6/8/2022 12:52pm
3,Lagarde Park,,Cruisy Area,,Cruising Areas,Anniston,AL,checked,1989,,,6/8/2022 12:52pm
4,Noble St.,betw. 8th & 16th,Cruisy Area,,Cruising Areas,Anniston,AL,checked,1989,,,6/8/2022 12:52pm
5,Alpha Lambda Omega ,,,"P.O. Box 821, 36830",Organization,Auburn,AL,checked,1989,,,6/8/2022 12:52pm
6,Gay Men of Auburn ,,,"P.O. Box 691, 36931",Organization,Auburn,AL,checked,1989,,,7/25/2022 1:37pm
7,Haley Center,(4th floor) Library (Auburn U),Cruisy Area,,Cruising Areas,Auburn,AL,checked,1989,,,6/8/2022 12:52pm
8,Haley Center,Sanford Park nr. Langton Hall (Auburn U),Cruisy Area,,Cruising Areas,Auburn,AL,checked,1989,,,6/8/2022 12:52pm
9,Autaugaville Rec. Park,,"Cruisy Area,(B),(AYOR)",,Cruising Areas,Autaugaville,AL,checked,1989,,,6/8/2022 12:52pm
10,Jr. Food Store,(Late nights),"Cruisy Area,(B)",,Cruising Areas,Autaugaville,AL,checked,1989,,,6/8/2022 12:52pm
11,Alabama Adult Books,,,901 5th Ave. N.,"Book Store,Erotic Shop",Birmingham,AL,,1989,,,7/19/2022 12:53pm
12,Alabama Forum ,(Publication) ,,"Box 55913, 35255",Publication,Birmingham,AL,checked,1989,,,6/8/2022 12:52pm
13,Bill's Club,,"(*),(L),(D),(S)",208 N. 23rd St.,Bars/Clubs,Birmingham,AL,,1989,,,6/8/2022 12:52pm
14,Birmingham Adult Books,,,7610 1st Ave. N. ,Book Store,Birmingham,AL,,1989,,,6/8/2022 12:52pm
15,Club 21,(Disco) ,"(YC),(D),(S)",117 1/2 21st St. N.,Bars/Clubs,Birmingham,AL,,1989,,,6/8/2022 12:52pm
16,Fantasies ,(Some L),"(L),(S)",3201 3rd Ave. S.,Bars/Clubs,Birmingham,AL,,1989,,,6/8/2022 12:52pm
17,Lodestar Books ,(Some L) ,(L),2020 11th Ave. S.,Book Store,Birmingham,AL,,1989,,,6/8/2022 12:52pm
18,M.C.C.,,(MCC),2024 8th St. S.,Religious Institution,Birmingham,AL,,1989,,,7/25/2022 1:37pm
19,Mabel's Beauty Shop,,,318 14th St. S.,Bars/Clubs,Birmingham,AL,,1989,,,6/8/2022 12:52pm
20,Chain Saw Repair,(Bar) ,"(C&W),(*)",318 14th St. S.,Bars/Clubs,Birmingham,AL,,1989,,,6/8/2022 12:52pm
21,Neon's ,(Cards & gifts),,2835 Highland Ave.,Book Store,Birmingham,AL,,1989,,,6/8/2022 12:52pm
22,Pleasure Books,,,7606 1st Ave. N.,Book Store,Birmingham,AL,,1989,,,6/8/2022 12:52pm
23,Quest ,(Levi) (Cruisy) ,"(C&W),(*)",416 24th St. S,"Bars/Clubs,Cruising Areas",Birmingham,AL,,1989,,at 5th Ave. S.,6/8/2022 12:53pm
24,Steak 'n' Egg,,"(M),(R),(C),(AH)",1717 10th Ave. S.,Restaurant,Birmingham,AL,,1989,,,6/8/2022 12:52pm
25,The Downtown Bookstore,,,,Book Store,Birmingham,AL,checked,1989,,8th Ave. & 27th St. N.,6/8/2022 12:52pm
26,The Rage ,(Disco & Quiet Bar) ,"(P),(*)",620 29th St. S.,Bars/Clubs,Birmingham,AL,,1989,,,6/8/2022 12:52pm
27,Rushton Park,,Cruisy Area,,Cruising Areas,Birmingham,AL,checked,1989,,,6/8/2022 12:52pm
28,Western Super Market,,"(AYOR),Cruisy Area",2230 Highland Ave.,Cruising Areas,Birmingham,AL,checked,1989,,,1/18/2023 9:57am
29,Point Mallard Inn,,"(M),(H)",,Hotel,Decatur,AL,checked,1989,,16th & Johnson,6/8/2022 12:52pm
30,Victor's ,"Gateway Shopping Center, Hwy 31 S. ",(M),,Bars/Clubs,Decatur,AL,checked,1989,,,6/8/2022 12:52pm
31,'The Pumps' ,,"Cruisy Area,(AYOR)",,Cruising Areas,Decatur,AL,checked,1989,,,6/8/2022 12:52pm
32,Amtrak & Greyhound Depots,,Cruisy Area,,Cruising Areas,Decatur,AL,checked,1989,,,6/8/2022 12:52pm
33,"Beltline Mall Castman, ",Knott Store,Cruisy Area,,Cruising Areas,Decatur,AL,checked,1989,,,6/8/2022 12:52pm
34,Delano Park ,nr. Picnic Tables,Cruisy Area,,Cruising Areas,Decatur,AL,checked,1989,,,6/8/2022 12:52pm
35,Point Mallard Park,Swimmin' Hole (Summers) ,Cruisy Area,,Cruising Areas,Decatur,AL,checked,1989,,,6/8/2022 12:52pm
36,Scooter McGee's,Ross Clark Circle at Montgomery Hwy,(M),,Bars/Clubs,Dothan,AL,checked,1989,,,6/30/2022 2:33pm
37,St. Andrews Alley ,,"(*),(D),(S)",134-A N. Foster St.,Bars/Clubs,Dothan,AL,,1989,,,6/8/2022 12:52pm
38,Electric Cowboy ,,(R),111 E. Limestone,Restaurant,Florence,AL,,1989,,,6/8/2022 12:52pm
39,TVA Reservations ,(Summers),Cruisy Area,,Cruising Areas,Florence,AL,checked,1989,,,6/8/2022 12:52pm
40,Veterans Park ,(Days),Cruisy Area,,Cruising Areas,Florence,AL,checked,1989,,,6/8/2022 12:52pm
41,Wilson Park ,(Nights) ,Cruisy Area,,Cruising Areas,Florence,AL,checked,1989,,,6/8/2022 12:52pm
42,Fat's ,"(Some M, YC) (WE*) (S-WE) ","(P),(M),(YC),(WE),(*),(S)",315 S. 2nd St.,Bars/Clubs,Gadsden,AL,,1989,,,6/8/2022 12:52pm
43,Head Quarters ,,(S),217 S. 4th St.,Bars/Clubs,Gadsden,AL,,1989,,,6/8/2022 12:52pm
44,Vieux Carre,,(N),1204 Posey ,Bars/Clubs,Gadsden,AL,,1989,,,6/8/2022 12:52pm
45,Atlantis ,"(Some YC, L) (T-Sun) ","(YC),(L),(D),(S),(*)",2572 Sparkman,Bars/Clubs,Huntsville,AL,,1989,,,6/8/2022 12:52pm
46,Gay Helpline,(205) 539-3424,,,Hotline,Huntsville,AL,checked,1989,,,6/8/2022 12:52pm
47,Observation Point,(The Overlook) On Governer Dr.,Cruisy Area,,Cruising Areas,Huntsville,AL,checked,1989,,,6/8/2022 12:52pm
48,Pizitz Dept. Store,Parkway City Mall,Cruisy Area,,Cruising Areas,Huntsville,AL,checked,1989,,,6/8/2022 12:52pm
49,The Mall Upstairs,(Days),Cruisy Area,,Cruising Areas,Huntsville,AL,checked,1989,,,6/8/2022 12:52pm
50,Germania Springs,,Cruisy Area,,Cruising Areas,Jacksonville,AL,checked,1989,,,6/8/2022 12:52pm
51,Jacksonville State U. ,Bibb Graves Hall,Cruisy Area,,Cruising Areas,Jacksonville,AL,checked,1989,,,6/8/2022 12:52pm
52,Jacksonville State U. ,Ayer Hall 2nd floor,Cruisy Area,,Cruising Areas,Jacksonville,AL,checked,1989,,,6/8/2022 12:52pm
53,Club Park Ave,(V-Downstairs) (Disco-Upstrs) (Patio),"(*),(YC),(V),(P)",7 S. Joachim,Bars/Clubs,Mobile,AL,,1989,,,7/25/2022 1:37pm
54,Corral ,"(Some W, OC, L) (Cruisy) (Late*)","(W),(OC),(L),(*)",54 S. Conception,"Bars/Clubs,Cruising Areas",Mobile,AL,,1989,,,6/8/2022 12:53pm
55,M.C.C.,(205) 476-9142,(MCC),,Religious Institution,Mobile,AL,checked,1989,,,7/25/2022 1:37pm
56,Golden Rod,(Cruisy) ,(P),135 Joachin,"Bars/Clubs,Cruising Areas",Mobile,AL,,1989,,,6/8/2022 12:54pm
57,Society Lounge ,,"(L),(B)",53 Conception ,Bars/Clubs,Mobile,AL,,1989,,,6/8/2022 12:52pm
58,Troopers ,(Disco) ,,215 Court St.,Bars/Clubs,Mobile,AL,,1989,,,6/8/2022 12:52pm
59,Bel Air Mall ,Sears,"Cruisy Area,(AYOR)",,Cruising Areas,Mobile,AL,checked,1989,,,6/8/2022 12:52pm
60,Mid Town Cinema ,,"Cruisy Area,(AYOR)",,Cruising Areas,Mobile,AL,checked,1989,,,6/8/2022 12:52pm
61,Old State Park ,(opp. Holiday Inn - off causeway),Cruisy Area,,Cruising Areas,Mobile,AL,checked,1989,,,6/8/2022 12:52pm
62,BWMT,,(BWMT),"Box 603, 36101",Organization,Montgomery,AL,checked,1989,,,7/25/2022 1:37pm
63,M.C.C. & Gay Helpline,(205) 264-7887,(MCC),,"Hotline,Religious Institution",Montgomery,AL,checked,1989,,,7/25/2022 1:58pm
64,RGee's,,"(P),(D),(PT),(AH)",211 Lee St.,Bars/Clubs,Montgomery,AL,,1989,,,6/8/2022 12:52pm
65,Rumors ,(Disco),"(AH),(*)",207 Dexter Ave.,Bars/Clubs,Montgomery,AL,,1989,,,6/8/2022 12:52pm
66,Skeeters,(Some L) (AH-Weekdays*),"(D),(L),(AH),(*)",150 Lee St.,Bars/Clubs,Montgomery,AL,,1989,,,6/8/2022 12:52pm
67,Auburn U./Mont.,Bell Rd.,Cruisy Area,,Cruising Areas,Montgomery,AL,checked,1989,,,6/8/2022 12:52pm
68,Block ,around Post Office,Cruisy Area,,Cruising Areas,Montgomery,AL,checked,1989,,,6/8/2022 12:52pm
69,Lee St.,"betw,. Bus Depots & Church St.",Cruisy Area,,Cruising Areas,Montgomery,AL,checked,1989,,,6/8/2022 12:52pm
70,Oak Park ,(days only-AYOR) ,"Cruisy Area,(AYOR)",,Cruising Areas,Montgomery,AL,checked,1989,,,1/18/2023 9:37am
71,Prattville Park,,Cruisy Area,,Cruising Areas,Prattville,AL,checked,1989,,,6/8/2022 12:52pm
72,Selma Mall ,Broad St.,Cruisy Area,,Cruising Areas,Selma,AL,checked,1989,,,6/8/2022 12:52pm
73,Chucker's ,,"(YC),(M),(PT),(*)",2121 6th St.,Bars/Clubs,Tuscaloosa,AL,,1989,,,6/8/2022 12:52pm
74,Bus Station,,Cruisy Area,,Cruising Areas,Tuscaloosa,AL,checked,1989,,,6/8/2022 12:52pm
75,U. of Alabama at Tus.,Ferguson Center ,Cruisy Area,,Cruising Areas,Tuscaloosa,AL,checked,1989,,,6/8/2022 12:52pm
76,U. of Alabama at Tus.,Library,Cruisy Area,,Cruising Areas,Tuscaloosa,AL,checked,1989,,,6/8/2022 12:52pm
77,U. of Alabama at Tus.,Old Union Bldg.,Cruisy Area,,Cruising Areas,Tuscaloosa,AL,checked,1989,,,6/8/2022 12:52pm
78,Union 76 Truck Stop,I-20 & US 59,Cruisy Area,,Cruising Areas,Tuscaloosa,AL,checked,1989,,,6/8/2022 12:52pm
79,Adults Only Bookstore,(Cruisy),,3956 Spenard Rd.,"Book Store,Cruising Areas,Erotic Shop",Anchorage,AK,,1989,,,7/19/2022 12:52pm
80,Anchorage Book Mart,(Cruisy) ,,137 E. 5th St.,"Book Store,Cruising Areas",Anchorage,AK,,1989,,,6/8/2022 12:54pm
81,French Quarter ,(Books),,4028 Mountain View ,Book Store,Anchorage,AK,,1989,,,6/8/2022 12:52pm
82,Identity & Gay Hotline,(907) 276-3909,,"P.O. Box 4-2791, 99509",Hotline,Anchorage,AK,checked,1989,,,6/8/2022 12:52pm
83,M.C.C.,,(MCC),602 W. 10th Ave.,Religious Institution,Anchorage,AK,,1989,,,7/25/2022 1:58pm
84,One in Ten ,(Publication),,"328 Bonaface Pkwy. #2499, 99504",Publication,Anchorage,AK,checked,1989,,,6/8/2022 12:52pm
85,Raven ,(Enter through parking lot on 6th),"(*),(YC),(W),(SM),(D),(PT)",618 Gambell ,Bars/Clubs,Anchorage,AK,,1989,,,6/8/2022 12:52pm
86,Swinger Book Store,,,710 W. Northern Lights Blvd.,Book Store,Anchorage,AK,,1989,,,6/8/2022 12:52pm
87,The Village ,(Disco) (Some L),"(YC),(L),(*)",225 E. 5th Ave.,Bars/Clubs,Anchorage,AK,,1989,,,6/8/2022 12:52pm
88,Women's Resource Center Books,,,111 W. 9th St.,"Organization,Book Store",Anchorage,AK,,1989,,,7/25/2022 1:58pm
89,'C' St. ,at 4th Ave.,Cruisy Area,,Cruising Areas,Anchorage,AK,checked,1989,,,6/8/2022 12:52pm
90,Fred Myers Dept. Store,,Cruisy Area,,Cruising Areas,Anchorage,AK,checked,1989,,,6/8/2022 12:52pm
91,Park Strip,at 9th & 'L' Sts,Cruisy Area,,Cruising Areas,Anchorage,AK,checked,1989,,,6/8/2022 12:52pm
92,Penney's Mall,,Cruisy Area,,Cruising Areas,Anchorage,AK,checked,1989,,,6/8/2022 12:52pm
93,Sears Mall,,Cruisy Area,,Cruising Areas,Anchorage,AK,checked,1989,,,6/8/2022 12:52pm
94,Gay Info Line,(907) 456-3353,,,Hotline,Fairbanks,AK,checked,1989,,,6/8/2022 12:52pm
95,International Bookstore,(Cruisy),(F&S),106 Old Richardson Hwy.,"Book Store,Cruising Areas",Fairbanks,AK,,1989,,,6/8/2022 12:54pm
96,Bentley Mall,,Cruisy Area,,Cruising Areas,Fairbanks,AK,checked,1989,,,6/8/2022 12:52pm
97,"U. of Alaska,",Gym,Cruisy Area,,Cruising Areas,Fairbanks,AK,checked,1989,,,6/8/2022 12:52pm
98,"U. of Alaska,",Wood Ctr.,Cruisy Area,,Cruising Areas,Fairbanks,AK,checked,1989,,,6/8/2022 12:52pm
99,"U. of Alaska,",Lib,Cruisy Area,,Cruising Areas,Fairbanks,AK,checked,1989,,,6/8/2022 12:52pm
100,Red Dog Saloon,,"(M),(*)",175 S. Franklin St.,Bars/Clubs,Juneau,AK,,1989,,,6/8/2022 12:52pm
101,Summit Hotel Bar,(rear),(M),455 S. Franklin St.,"Bars/Clubs,Hotel",Juneau,AK,,1989,,,1/18/2023 9:26am
102,Merchants Wharf,,Cruisy Area,,Cruising Areas,Juneau,AK,checked,1989,,,6/8/2022 12:52pm
103,Tom Sawyer's ,"(Jewelry, gifts, etc.) ",,,Book Store,Ketchikan,AK,checked,1989,,Front & Mission Sts.,6/8/2022 12:52pm
104,Hitch-hikers,along Tongass Hwy,Cruisy Area,,Cruising Areas,Ketchikan,AK,checked,1989,,,6/8/2022 12:52pm
105,Frontier,"No gay bars, but some downtown bars such as, can be cruisy",Cruisy Area,,Cruising Areas,Ketchikan,AK,checked,1989,,,6/8/2022 12:52pm
106,Kodiak Gay Alliance,,,"P.O. Box 2253, 99615",Organization,Kodiak Island,AK,checked,1989,,,7/25/2022 1:58pm
107,Arkansas Gay/ Lesbian Rights,,,"P.O. Box 2897, 72702",Organization,Fayetteville,AR,checked,1989,,,7/25/2022 1:58pm
108,M.C.C. Ozarks,(501) 443-4278,(MCC),,Religious Institution,Fayetteville,AR,checked,1989,,Kenray at Plainview,7/25/2022 1:58pm
109,St. Johns Disco,(Disco) ,"(*),(YC)",214 N.W. Ave.,Bars/Clubs,Fayetteville,AR,,1989,,,6/8/2022 12:52pm
110,Flat Rock 'BA' Beach,"(Active) 18mi. S.E. on Ark. 23, L. at Madison Co. line, cross White River to 1st metal gate on R., trail 3/4 mi.",Cruisy Area,,Cruising Areas,Fayetteville,AR,checked,1989,,,6/8/2022 12:52pm
111,Lake Fayetteville,,Cruisy Area,,Cruising Areas,Fayetteville,AR,checked,1989,,,6/8/2022 12:52pm
112,U. of Arkansas ,(Fine arts building-basement),Cruisy Area,,Cruising Areas,Fayetteville,AR,checked,1989,,,6/8/2022 12:52pm
113,Court Garden,,"(D),(P)",305 Garrison Ave.,Bars/Clubs,Ft. Smith,AR,,1989,,,6/8/2022 12:52pm
114,M.C.C.,,(MCC),1007 S. 25th St.,Religious Institution,Ft. Smith,AR,,1989,,,7/25/2022 1:58pm
115,Village Landing ,(Disco) (Some L),"(*),(YC),(L)",3028 N. 6th St.,Bars/Clubs,Ft. Smith,AR,,1989,,,6/8/2022 12:52pm
116,'The Block' ,around Tradewinds Motel,Cruisy Area,,Cruising Areas,Ft. Smith,AR,checked,1989,,,6/8/2022 12:52pm
117,6th & Garrison,,Cruisy Area,,Cruising Areas,Ft. Smith,AR,checked,1989,,,6/8/2022 12:52pm
118,Ft. Smith Park,,Cruisy Area,,Cruising Areas,Ft. Smith,AR,checked,1989,,,6/8/2022 12:52pm
119,Creekman Park,,Cruisy Area,,Cruising Areas,Ft. Smith,AR,checked,1989,,,6/8/2022 12:52pm
120,Tiles Park,,Cruisy Area,,Cruising Areas,Ft. Smith,AR,checked,1989,,,6/8/2022 12:52pm
121,Rest Stop,"at Welcome Center, I-40E, N. of Town",Cruisy Area,,Cruising Areas,Ft. Smith,AR,checked,1989,,,6/8/2022 12:52pm
122,Our House Lounge,(Disco-upstairs) ,(*),336 Central Ave.,Bars/Clubs,Hot Springs,AR,,1989,,,6/8/2022 12:52pm
123,Central Ave.,,"Cruisy Area,(AYOR)",,Cruising Areas,Hot Springs,AR,checked,1989,,,6/8/2022 12:52pm
124,DeSoto Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Hot Springs,AR,checked,1989,,,6/8/2022 12:52pm
125,American Arcade ,,,4524 Asher,Business,Little Rock,AR,,1989,,,7/25/2022 1:58pm
126,Arkansas Advisor ,(Publication) ,,"P.O. Box 4599, 72204",Publication,Little Rock,AR,checked,1989,,,6/8/2022 12:52pm
127,Arkansas Gay Rights,,,"P.O. Box 4699, 72204",Organization,Little Rock,AR,checked,1989,,,7/25/2022 1:59pm
128,Books-n-Looks,"(Peeps, Movies, Mags.)",,4000 Asher Ave.,"Book Store,Erotic Shop",Little Rock,AR,,1989,,,7/25/2022 1:59pm
129,Chaps ,,"(P),(C&W)",1701 University ,Bars/Clubs,Little Rock,AR,,1989,,,6/8/2022 12:52pm
130,Christopher's,,"(R),(D)",601 Center St.,"Bars/Clubs,Restaurant",Little Rock,AR,,1989,,,1/18/2023 10:01am
131,Crisis Center ,(501) 375-5151,,,Organization,Little Rock,AR,checked,1989,,,7/25/2022 2:00pm
132,Discovery II,(Disco) (Riverfront Dr. off Cantrell Rd.),"(*),(YC),(S),(P),(AH)",1020 Jessie Rd.,Bars/Clubs,Little Rock,AR,,1989,,,6/8/2022 12:52pm
133,Fifth Gear,(Some L) (Side entrance),"(*),(L),(D),(S),(PT),(V)",3519 Old Cantrell Rd.,Bars/Clubs,Little Rock,AR,,1989,,,7/25/2022 2:00pm
134,Little Rock Inn,,(H),601 Center St.,Hotel,Little Rock,AR,,1989,,,6/8/2022 12:52pm
135,M.C.C.,(501) 666-2404,(MCC),"P.O. Box 1964, 72203",Religious Institution,Little Rock,AR,checked,1989,,,7/25/2022 2:00pm
136,Preston's ,(Disco),"(P),(YC),(PT),(R)",5618 Asher ,Restaurant,Little Rock,AR,,1989,,nr. University,6/8/2022 12:52pm
137,Silver Dollar,,(L),2710 Asher Ave.,Bars/Clubs,Little Rock,AR,,1989,,,6/8/2022 12:52pm
138,Travel By Phillip,,(IGTA),"P.O. Box 5119, 72205-5119",Travel Agency,Little Rock,AR,checked,1989,,,6/8/2022 12:52pm
139,Twisted Entertainment ,(Gift shop),,7201-B Asher Ave.,Book Store,Little Rock,AR,,1989,,,6/8/2022 12:52pm
140,Alsop Park,(AYOR-police),"Cruisy Area,(AYOR)",,Cruising Areas,Little Rock,AR,checked,1989,,,6/8/2022 12:52pm
141,Boyle Park,,Cruisy Area,,Cruising Areas,Little Rock,AR,checked,1989,,,6/8/2022 12:52pm
142,Movie Arcade ,(peep shows),Cruisy Area,3500 Asher,Cruising Areas,Little Rock,AR,checked,1989,,,1/18/2023 9:56am
143,Rest Stop,"on I-30, Morgan exit",Cruisy Area,,Cruising Areas,Morgan,AR,checked,1989,,,6/8/2022 12:52pm
144,Rest Stop,on I-40,Cruisy Area,,Cruising Areas,Ozark,AR,checked,1989,,,6/8/2022 12:52pm
145,Rest Stop,Prairie Creek Rec. area,Cruisy Area,,Cruising Areas,Prairie Creek,AR,checked,1989,,,6/8/2022 12:52pm
146,Lake Atlanta,,Cruisy Area,,Cruising Areas,Rogers,AR,checked,1989,,,6/8/2022 12:52pm
147,Russellville State Park,Lake Dardanelle,Cruisy Area,,Cruising Areas,Russellville,AR,checked,1989,,,6/8/2022 12:52pm
148,Adult Book Store,,(P),414 State Line Ave.,"Book Store,Erotic Shop",Texarkana,AR,,1989,,,7/19/2022 12:51pm
149,;Mary Sue' Rest Stop,on I-30 E. 1 1/2 mi. E. of State Line Ave.,Cruisy Area,,Cruising Areas,Texarkana,AR,checked,1989,,,6/8/2022 12:52pm
150,'Ruth Ann' Rest Stop,on I-30 W. 1/2 mi. W. of State Line Ave.,Cruisy Area,,Cruising Areas,Texarkana,AR,checked,1989,,,6/8/2022 12:52pm
151,St. Elmo's,(E-WE),"(M),(W),(PT),(E),(WE)",36 Brewery Gulch Ave,Bars/Clubs,Bisbee,AZ,,1989,,,6/8/2022 12:52pm
152,Rest Stops,N. on I-10,Cruisy Area,,Cruising Areas,Casa Grande,AZ,checked,1989,,,6/8/2022 12:52pm
153,Gay Alliance of Northern Arizona ,(602) 526-9187,,,Organization,Flagstaff,AZ,checked,1989,,,7/25/2022 2:00pm
154,Northern Ariz. U. ,Library - basement,Cruisy Area,,Cruising Areas,Flagstaff,AZ,checked,1989,,,6/8/2022 12:52pm
155,Thorp Park,(Sunset & WE),Cruisy Area,,Cruising Areas,Flagstaff,AZ,checked,1989,,,6/8/2022 12:52pm
156,PX,,Cruisy Area,,Cruising Areas,Ft. Huachuca,AZ,checked,1989,,,6/8/2022 12:52pm
157,Kings Inn Best Western,,"(H),(M)",2930 E. Andy Devine,Hotel,Kingman,AZ,,1989,,,6/8/2022 12:52pm
158,London Bridge ,(is going down!),Cruisy Area,,Cruising Areas,Lake Havasu City,AZ,checked,1989,,,6/8/2022 12:52pm
159,Reed Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Mesa,AZ,checked,1989,,,6/8/2022 12:52pm
160,Pioneer Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Mesa,AZ,checked,1989,,,6/8/2022 12:52pm
161,Tri-City Mall,,Cruisy Area,,Cruising Areas,Mesa,AZ,checked,1989,,,6/8/2022 12:52pm
162,Al E. Gators,(Guppie) ,"(*),(PE),(YC)",4343 N. 7th St.,Bars/Clubs,Phoenix,AZ,,1989,,,6/8/2022 12:52pm
163,Apollo's ,(Hot cocktail hour) (Some SM) ,"(*),(SM),(PT)",5749 N. 7th St.,Bars/Clubs,Phoenix,AZ,,1989,,,6/8/2022 12:52pm
164,Attitudes,,(M),921 W. Camelback,Bars/Clubs,Phoenix,AZ,,1989,,,6/8/2022 12:52pm
165,Barney's Books,,,1421 E. McDowell Rd.,Book Store,Phoenix,AZ,,1989,,,6/8/2022 12:52pm
166,Book Cellars,"(Books, etc.) ",,2103 W. Camelback Rd.,Book Store,Phoenix,AZ,,1989,,,6/8/2022 12:52pm
167,Book Cellars,"(Books, etc.) ",,402 W. Hatcher,Book Store,Phoenix,AZ,,1989,,,6/8/2022 12:52pm
168,Bum Steer ,(Levi) ,"(V),(PT),(AH)",4620 N. 7th Ave.,Bars/Clubs,Phoenix,AZ,,1989,,,7/25/2022 2:00pm
169,Castle Adult Books,(Cruisy) ,,5501 E. Washington,"Book Store,Cruising Areas",Phoenix,AZ,,1989,,,6/8/2022 12:54pm
170,Cattleman's Exchange,(Hayloft-upstairs),"(OC),(N)",138 W. Camelback Rd.,Bars/Clubs,Phoenix,AZ,,1989,,,6/8/2022 12:52pm
